year,month,neighborhood,crimes,murders,city_quart,neighb_quar
2014,2,c. b. d. / riverfront,97,0,4,1
2014,2,west  end,63,0,4,1
2014,2,east  westwood,11,0,1,1
2014,2,camp  washington,23,0,2,2
2014,2,east price hill,70,0,4,1
2014,2,avondale,66,0,4,1
2014,2,mount airy,45,0,4,1
2014,2,mount  auburn,32,0,3,1
2014,2,west price hill,118,0,4,1
2014,2,sedamsville,8,0,1,1
2014,2,westwood,217,0,4,1
2014,2,over-the-rhine,98,0,4,1
2014,2,evanston,37,1,3,1
2014,2,s.. cumminsville,4,0,1,1
2014,2,northside,64,0,4,1
2014,2,winton hills,18,0,2,1
2014,2,college  hill,75,0,4,2
2014,2,madisonville,42,0,4,1
2014,2,lower price  hill,21,0,2,2
2014,2,o'bryonville,3,0,1,2
2014,2,hyde park,29,0,3,2
2014,2,riverside,10,0,1,1
2014,2,mount  adams,7,0,1,1
2014,2,pleasant ridge,25,0,3,1
2014,2,roselawn,41,0,3,1
2014,2,oakley,40,0,3,1
2014,2,north fairmount,9,0,1,1
2014,2,bondhill,31,0,3,1
2014,2,south  fairmount,44,0,4,1
2014,2,spring grove village,14,0,2,1
2014,2,clifton,33,0,3,1
2014,2,-,0,0,1,1
2014,2,millvale,11,0,1,1
2014,2,fairview,56,0,4,2
2014,2,clifton/university heights,34,0,3,1
2014,2,north avondale,29,0,3,1
2014,2,walnut hills,66,1,4,1
2014,2,corryville,34,0,3,1
2014,2,east  end,17,0,2,2
2014,2,east walnut hills,15,0,2,1
2014,2,mt.  washington,31,0,3,1
2014,2,columbia / tusculum,9,0,1,1
2014,2,fay apartments,19,0,2,1
2014,2,hartwell,21,0,2,1
2014,2,queensgate,17,0,2,2
2014,2,carthage,40,0,3,3
2014,2,english  woods,7,0,1,1
2014,2,kennedy  heights,17,0,2,1
2014,2,sayler  park,9,0,1,1
2014,2,mt.  lookout,14,0,2,2
2014,2,california,6,0,1,4
2014,2,paddock  hills,15,0,2,2
2014,2,pendleton,5,0,1,1
2014,2,linwood,9,0,1,4
2014,8,c. b. d. / riverfront,134,0,4,3
2014,8,west  end,112,1,4,4
2014,8,east  westwood,16,0,1,2
2014,8,camp  washington,31,0,2,4
2014,8,east price hill,157,0,4,2
2014,8,avondale,110,2,4,2
2014,8,mount airy,59,0,3,1
2014,8,mount  auburn,50,0,3,3
2014,8,west price hill,184,0,4,3
2014,8,sedamsville,13,0,1,3
2014,8,westwood,268,0,4,2
2014,8,over-the-rhine,140,0,4,3
2014,8,evanston,67,0,4,3
2014,8,s.. cumminsville,9,0,1,3
2014,8,northside,84,0,4,3
2014,8,winton hills,60,0,3,3
2014,8,college  hill,89,0,4,3
2014,8,madisonville,54,0,3,2
2014,8,lower price  hill,17,0,1,1
2014,8,o'bryonville,3,0,1,2
2014,8,hyde park,34,0,2,2
2014,8,riverside,16,0,1,3
2014,8,mount  adams,33,0,2,4
2014,8,pleasant ridge,37,0,3,2
2014,8,roselawn,51,0,3,1
2014,8,oakley,57,0,3,2
2014,8,north fairmount,15,0,1,3
2014,8,bondhill,57,0,3,2
2014,8,south  fairmount,67,0,4,3
2014,8,spring grove village,26,0,2,2
2014,8,clifton,93,0,4,4
2014,8,-,6,0,1,3
2014,8,millvale,23,1,2,2
2014,8,fairview,84,1,4,4
2014,8,clifton/university heights,54,0,3,3
2014,8,north avondale,46,0,3,3
2014,8,walnut hills,115,1,4,3
2014,8,corryville,48,0,3,3
2014,8,east  end,25,0,2,4
2014,8,east walnut hills,25,0,2,3
2014,8,mt.  washington,64,0,3,4
2014,8,columbia / tusculum,11,0,1,2
2014,8,fay apartments,25,0,2,3
2014,8,hartwell,26,0,2,2
2014,8,queensgate,28,0,2,4
2014,8,carthage,39,0,3,3
2014,8,english  woods,18,0,2,3
2014,8,kennedy  heights,17,0,1,1
2014,8,sayler  park,28,0,2,4
2014,8,mt.  lookout,8,0,1,1
2014,8,california,7,0,1,4
2014,8,paddock  hills,16,0,1,2
2014,8,pendleton,17,0,1,4
2014,8,linwood,4,0,1,1
2014,6,c. b. d. / riverfront,154,0,4,4
2014,6,west  end,89,0,4,3
2014,6,east  westwood,8,0,1,1
2014,6,camp  washington,21,0,2,2
2014,6,east price hill,185,0,4,4
2014,6,avondale,122,1,4,2
2014,6,mount airy,74,0,4,2
2014,6,mount  auburn,54,0,3,3
2014,6,west price hill,188,0,4,3
2014,6,sedamsville,14,0,1,3
2014,6,westwood,284,0,4,3
2014,6,over-the-rhine,149,0,4,3
2014,6,evanston,61,0,3,3
2014,6,s.. cumminsville,4,0,1,1
2014,6,northside,86,1,4,3
2014,6,winton hills,68,0,4,4
2014,6,college  hill,97,0,4,4
2014,6,madisonville,43,0,3,1
2014,6,lower price  hill,36,1,2,4
2014,6,o'bryonville,5,0,1,3
2014,6,hyde park,33,0,2,2
2014,6,riverside,14,0,1,3
2014,6,mount  adams,15,0,2,3
2014,6,pleasant ridge,37,0,3,2
2014,6,roselawn,47,0,3,1
2014,6,oakley,56,0,3,2
2014,6,north fairmount,16,0,2,4
2014,6,bondhill,63,0,4,3
2014,6,south  fairmount,95,0,4,4
2014,6,spring grove village,24,0,2,2
2014,6,clifton,40,0,3,1
2014,6,-,2,0,1,1
2014,6,millvale,23,0,2,2
2014,6,fairview,55,0,3,2
2014,6,clifton/university heights,50,0,3,3
2014,6,north avondale,43,0,3,2
2014,6,walnut hills,111,1,4,3
2014,6,corryville,43,0,3,2
2014,6,east  end,14,0,1,1
2014,6,east walnut hills,11,0,1,1
2014,6,mt.  washington,41,0,3,2
2014,6,columbia / tusculum,12,0,1,2
2014,6,fay apartments,22,1,2,2
2014,6,hartwell,35,0,2,4
2014,6,queensgate,18,0,2,2
2014,6,carthage,43,0,3,4
2014,6,english  woods,12,0,1,1
2014,6,kennedy  heights,24,0,2,3
2014,6,sayler  park,21,0,2,3
2014,6,mt.  lookout,12,0,1,2
2014,6,california,8,0,1,4
2014,6,paddock  hills,15,0,2,2
2014,6,pendleton,13,0,1,2
2014,6,linwood,12,0,1,4
2014,9,c. b. d. / riverfront,128,0,4,2
2014,9,west  end,105,0,4,4
2014,9,east  westwood,18,0,1,2
2014,9,camp  washington,22,0,2,2
2014,9,east price hill,165,0,4,3
2014,9,avondale,126,0,4,2
2014,9,mount airy,90,0,4,4
2014,9,mount  auburn,66,0,3,4
2014,9,west price hill,183,1,4,3
2014,9,sedamsville,18,0,1,4
2014,9,westwood,294,0,4,3
2014,9,over-the-rhine,140,0,4,3
2014,9,evanston,51,0,3,2
2014,9,s.. cumminsville,13,1,1,4
2014,9,northside,76,0,4,3
2014,9,winton hills,51,1,3,2
2014,9,college  hill,78,0,4,2
2014,9,madisonville,53,0,3,1
2014,9,lower price  hill,23,0,2,2
2014,9,o'bryonville,8,0,1,4
2014,9,hyde park,39,0,3,3
2014,9,riverside,9,0,1,1
2014,9,mount  adams,16,0,1,3
2014,9,pleasant ridge,48,0,3,4
2014,9,roselawn,59,1,3,2
2014,9,oakley,59,0,3,2
2014,9,north fairmount,13,0,1,2
2014,9,bondhill,77,1,4,4
2014,9,south  fairmount,55,0,3,2
2014,9,spring grove village,32,0,2,3
2014,9,clifton,82,0,4,4
2014,9,-,1,0,1,1
2014,9,millvale,25,0,2,3
2014,9,fairview,122,0,4,4
2014,9,clifton/university heights,58,0,3,4
2014,9,north avondale,35,0,3,1
2014,9,walnut hills,98,0,4,2
2014,9,corryville,72,0,3,4
2014,9,east  end,26,0,2,4
2014,9,east walnut hills,26,0,2,3
2014,9,mt.  washington,47,0,3,3
2014,9,columbia / tusculum,15,0,1,3
2014,9,fay apartments,20,1,2,1
2014,9,hartwell,25,0,2,2
2014,9,queensgate,26,0,2,4
2014,9,carthage,25,0,2,1
2014,9,english  woods,16,0,1,2
2014,9,kennedy  heights,28,0,2,4
2014,9,sayler  park,19,0,2,3
2014,9,mt.  lookout,16,0,1,3
2014,9,california,1,0,1,1
2014,9,paddock  hills,10,0,1,1
2014,9,pendleton,20,0,2,4
2014,9,linwood,7,0,1,3
2014,5,c. b. d. / riverfront,160,0,4,4
2014,5,west  end,92,2,4,3
2014,5,east  westwood,18,0,2,2
2014,5,camp  washington,14,0,1,1
2014,5,east price hill,151,0,4,2
2014,5,avondale,131,1,4,3
2014,5,mount airy,74,1,4,2
2014,5,mount  auburn,55,0,3,3
2014,5,west price hill,171,0,4,2
2014,5,sedamsville,13,0,1,3
2014,5,westwood,267,0,4,2
2014,5,over-the-rhine,176,0,4,4
2014,5,evanston,62,1,3,3
2014,5,s.. cumminsville,10,1,1,3
2014,5,northside,74,0,4,2
2014,5,winton hills,60,0,3,3
2014,5,college  hill,110,0,4,4
2014,5,madisonville,64,0,4,3
2014,5,lower price  hill,31,0,2,4
2014,5,o'bryonville,2,0,1,1
2014,5,hyde park,40,0,3,3
2014,5,riverside,16,0,1,3
2014,5,mount  adams,21,0,2,4
2014,5,pleasant ridge,40,0,3,3
2014,5,roselawn,59,0,3,2
2014,5,oakley,56,0,3,2
2014,5,north fairmount,12,0,1,2
2014,5,bondhill,53,0,3,2
2014,5,south  fairmount,63,0,4,3
2014,5,spring grove village,42,0,3,4
2014,5,clifton,47,0,3,2
2014,5,-,2,0,1,1
2014,5,millvale,19,0,2,1
2014,5,fairview,69,0,4,3
2014,5,clifton/university heights,39,0,2,2
2014,5,north avondale,52,0,3,4
2014,5,walnut hills,83,0,4,1
2014,5,corryville,40,0,3,2
2014,5,east  end,12,0,1,1
2014,5,east walnut hills,29,0,2,3
2014,5,mt.  washington,41,0,3,2
2014,5,columbia / tusculum,13,0,1,2
2014,5,fay apartments,23,0,2,2
2014,5,hartwell,29,0,2,3
2014,5,queensgate,23,0,2,3
2014,5,carthage,34,0,2,2
2014,5,english  woods,12,1,1,1
2014,5,kennedy  heights,20,0,2,2
2014,5,sayler  park,24,0,2,4
2014,5,mt.  lookout,15,0,1,3
2014,5,california,1,0,1,1
2014,5,paddock  hills,6,0,1,1
2014,5,pendleton,16,0,1,3
2014,5,linwood,4,0,1,1
2014,3,c. b. d. / riverfront,122,0,4,2
2014,3,west  end,80,0,4,2
2014,3,east  westwood,16,1,2,2
2014,3,camp  washington,14,0,1,1
2014,3,east price hill,151,0,4,2
2014,3,avondale,101,0,4,1
2014,3,mount airy,68,0,4,2
2014,3,mount  auburn,46,0,3,2
2014,3,west price hill,157,0,4,1
2014,3,sedamsville,6,0,1,1
2014,3,westwood,261,0,4,2
2014,3,over-the-rhine,115,1,4,1
2014,3,evanston,47,0,3,1
2014,3,s.. cumminsville,11,0,1,3
2014,3,northside,87,0,4,3
2014,3,winton hills,62,0,4,3
2014,3,college  hill,86,0,4,3
2014,3,madisonville,50,0,3,1
2014,3,lower price  hill,24,0,2,3
2014,3,o'bryonville,0,0,1,1
2014,3,hyde park,32,0,3,2
2014,3,riverside,7,0,1,1
2014,3,mount  adams,17,0,2,3
2014,3,pleasant ridge,34,0,3,2
2014,3,roselawn,47,0,3,1
2014,3,oakley,42,0,3,1
2014,3,north fairmount,12,1,1,2
2014,3,bondhill,50,0,3,1
2014,3,south  fairmount,46,0,3,1
2014,3,spring grove village,22,0,2,2
2014,3,clifton,49,0,3,2
2014,3,-,1,0,1,1
2014,3,millvale,24,0,2,2
2014,3,fairview,57,0,4,2
2014,3,clifton/university heights,28,0,3,1
2014,3,north avondale,33,0,3,1
2014,3,walnut hills,78,1,4,1
2014,3,corryville,35,0,3,1
2014,3,east  end,23,0,2,3
2014,3,east walnut hills,12,0,1,1
2014,3,mt.  washington,26,0,2,1
2014,3,columbia / tusculum,12,0,1,2
2014,3,fay apartments,19,0,2,1
2014,3,hartwell,19,0,2,1
2014,3,queensgate,15,0,2,1
2014,3,carthage,36,0,3,3
2014,3,english  woods,12,0,1,1
2014,3,kennedy  heights,15,0,2,1
2014,3,sayler  park,19,0,2,3
2014,3,mt.  lookout,14,0,1,2
2014,3,california,2,0,1,2
2014,3,paddock  hills,11,0,1,1
2014,3,pendleton,11,0,1,1
2014,3,linwood,13,0,1,4
2014,11,c. b. d. / riverfront,116,0,4,1
2014,11,west  end,62,0,4,1
2014,11,east  westwood,18,0,2,2
2014,11,camp  washington,19,0,2,1
2014,11,east price hill,121,0,4,1
2014,11,avondale,118,0,4,2
2014,11,mount airy,99,0,4,4
2014,11,mount  auburn,58,0,3,3
2014,11,west price hill,137,0,4,1
2014,11,sedamsville,10,0,1,2
2014,11,westwood,306,0,4,3
2014,11,over-the-rhine,100,0,4,1
2014,11,evanston,50,0,3,2
2014,11,s.. cumminsville,9,0,1,3
2014,11,northside,61,0,4,1
2014,11,winton hills,42,0,3,1
2014,11,college  hill,71,0,4,1
2014,11,madisonville,58,0,3,2
2014,11,lower price  hill,23,0,2,2
2014,11,o'bryonville,2,0,1,1
2014,11,hyde park,38,0,3,3
2014,11,riverside,10,0,1,1
2014,11,mount  adams,10,0,1,2
2014,11,pleasant ridge,31,0,3,1
2014,11,roselawn,45,1,3,1
2014,11,oakley,45,0,3,1
2014,11,north fairmount,13,0,1,2
2014,11,bondhill,54,0,3,2
2014,11,south  fairmount,60,0,4,3
2014,11,spring grove village,20,0,2,1
2014,11,clifton,75,0,4,4
2014,11,-,2,0,1,1
2014,11,millvale,21,1,2,2
2014,11,fairview,53,0,3,1
2014,11,clifton/university heights,37,0,3,2
2014,11,north avondale,39,0,3,1
2014,11,walnut hills,90,0,4,1
2014,11,corryville,44,0,3,2
2014,11,east  end,13,0,1,1
2014,11,east walnut hills,17,0,2,1
2014,11,mt.  washington,37,0,3,2
2014,11,columbia / tusculum,12,0,1,2
2014,11,fay apartments,27,0,2,3
2014,11,hartwell,26,0,2,2
2014,11,queensgate,28,0,2,4
2014,11,carthage,24,0,2,1
2014,11,english  woods,19,0,2,3
2014,11,kennedy  heights,17,0,2,1
2014,11,sayler  park,20,0,2,3
2014,11,mt.  lookout,10,0,1,1
2014,11,california,1,0,1,1
2014,11,paddock  hills,14,0,1,2
2014,11,pendleton,10,0,1,1
2014,11,linwood,5,0,1,2
2014,12,c. b. d. / riverfront,110,1,4,1
2014,12,west  end,86,0,4,2
2014,12,east  westwood,24,0,2,4
2014,12,camp  washington,32,0,2,4
2014,12,east price hill,170,0,4,3
2014,12,avondale,103,0,4,1
2014,12,mount airy,65,0,4,1
2014,12,mount  auburn,28,0,2,1
2014,12,west price hill,133,0,4,1
2014,12,sedamsville,17,0,2,4
2014,12,westwood,307,0,4,3
2014,12,over-the-rhine,111,0,4,1
2014,12,evanston,56,0,3,2
2014,12,s.. cumminsville,4,0,1,1
2014,12,northside,66,0,4,2
2014,12,winton hills,58,0,3,3
2014,12,college  hill,71,0,4,1
2014,12,madisonville,56,0,3,2
2014,12,lower price  hill,14,0,1,1
2014,12,o'bryonville,4,0,1,3
2014,12,hyde park,41,0,3,3
2014,12,riverside,10,0,1,1
2014,12,mount  adams,11,0,1,2
2014,12,pleasant ridge,41,0,3,3
2014,12,roselawn,39,0,3,1
2014,12,oakley,60,0,3,2
2014,12,north fairmount,16,0,1,4
2014,12,bondhill,72,0,4,4
2014,12,south  fairmount,64,0,4,3
2014,12,spring grove village,19,0,2,1
2014,12,clifton,73,0,4,4
2014,12,-,3,0,1,2
2014,12,millvale,24,0,2,2
2014,12,fairview,49,0,3,1
2014,12,clifton/university heights,50,0,3,3
2014,12,north avondale,38,0,3,1
2014,12,walnut hills,97,0,4,2
2014,12,corryville,51,0,3,3
2014,12,east  end,15,0,1,1
2014,12,east walnut hills,24,0,2,3
2014,12,mt.  washington,42,0,3,2
2014,12,columbia / tusculum,19,0,2,4
2014,12,fay apartments,33,2,3,4
2014,12,hartwell,15,0,1,1
2014,12,queensgate,22,0,2,3
2014,12,carthage,23,0,2,1
2014,12,english  woods,22,0,2,4
2014,12,kennedy  heights,19,0,2,2
2014,12,sayler  park,12,0,1,1
2014,12,mt.  lookout,8,0,1,1
2014,12,california,0,0,1,1
2014,12,paddock  hills,16,0,1,2
2014,12,pendleton,13,0,1,2
2014,12,linwood,1,0,1,1
2014,7,c. b. d. / riverfront,150,1,4,4
2014,7,west  end,58,0,3,1
2014,7,east  westwood,13,0,1,1
2014,7,camp  washington,25,0,2,3
2014,7,east price hill,174,0,4,3
2014,7,avondale,143,0,4,3
2014,7,mount airy,76,0,4,3
2014,7,mount  auburn,44,0,3,2
2014,7,west price hill,211,0,4,4
2014,7,sedamsville,17,0,1,4
2014,7,westwood,323,0,4,4
2014,7,over-the-rhine,134,0,4,2
2014,7,evanston,66,0,4,3
2014,7,s.. cumminsville,11,0,1,3
2014,7,northside,71,0,4,2
2014,7,winton hills,33,0,2,1
2014,7,college  hill,87,0,4,3
2014,7,madisonville,58,0,3,2
2014,7,lower price  hill,30,0,2,4
2014,7,o'bryonville,0,0,1,1
2014,7,hyde park,42,0,3,4
2014,7,riverside,15,0,1,3
2014,7,mount  adams,17,0,1,3
2014,7,pleasant ridge,50,0,3,4
2014,7,roselawn,49,0,3,1
2014,7,oakley,65,0,4,3
2014,7,north fairmount,6,0,1,1
2014,7,bondhill,37,0,3,1
2014,7,south  fairmount,71,1,4,4
2014,7,spring grove village,24,0,2,2
2014,7,clifton,50,0,3,2
2014,7,-,1,0,1,1
2014,7,millvale,20,1,2,1
2014,7,fairview,76,0,4,3
2014,7,clifton/university heights,49,0,3,3
2014,7,north avondale,46,0,3,3
2014,7,walnut hills,109,0,4,3
2014,7,corryville,38,0,3,2
2014,7,east  end,19,0,2,2
2014,7,east walnut hills,22,0,2,2
2014,7,mt.  washington,52,0,3,3
2014,7,columbia / tusculum,11,0,1,2
2014,7,fay apartments,19,0,2,1
2014,7,hartwell,45,0,3,4
2014,7,queensgate,15,0,1,1
2014,7,carthage,34,0,2,2
2014,7,english  woods,19,0,2,3
2014,7,kennedy  heights,31,0,2,4
2014,7,sayler  park,19,0,2,3
2014,7,mt.  lookout,7,0,1,1
2014,7,california,1,0,1,1
2014,7,paddock  hills,8,0,1,1
2014,7,pendleton,14,0,1,2
2014,7,linwood,4,0,1,1
2014,10,c. b. d. / riverfront,104,0,4,1
2014,10,west  end,103,0,4,4
2014,10,east  westwood,19,0,2,2
2014,10,camp  washington,14,0,1,1
2014,10,east price hill,178,0,4,3
2014,10,avondale,148,0,4,4
2014,10,mount airy,72,0,4,2
2014,10,mount  auburn,62,0,3,4
2014,10,west price hill,193,0,4,3
2014,10,sedamsville,6,0,1,1
2014,10,westwood,308,0,4,3
2014,10,over-the-rhine,165,0,4,4
2014,10,evanston,56,0,3,2
2014,10,s.. cumminsville,7,0,1,2
2014,10,northside,81,0,4,3
2014,10,winton hills,44,0,3,1
2014,10,college  hill,87,0,4,3
2014,10,madisonville,67,0,4,3
2014,10,lower price  hill,18,0,2,2
2014,10,o'bryonville,7,0,1,4
2014,10,hyde park,37,0,3,3
2014,10,riverside,6,0,1,1
2014,10,mount  adams,28,0,2,4
2014,10,pleasant ridge,36,0,3,2
2014,10,roselawn,49,0,3,1
2014,10,oakley,50,0,3,1
2014,10,north fairmount,10,0,1,1
2014,10,bondhill,65,0,3,3
2014,10,south  fairmount,47,0,3,1
2014,10,spring grove village,25,0,2,2
2014,10,clifton,116,0,4,4
2014,10,-,2,0,1,1
2014,10,millvale,32,0,2,4
2014,10,fairview,75,0,4,3
2014,10,clifton/university heights,52,0,3,3
2014,10,north avondale,40,0,3,2
2014,10,walnut hills,89,0,4,1
2014,10,corryville,62,0,3,4
2014,10,east  end,20,0,2,3
2014,10,east walnut hills,21,0,2,2
2014,10,mt.  washington,34,0,3,1
2014,10,columbia / tusculum,16,0,1,3
2014,10,fay apartments,20,0,2,1
2014,10,hartwell,14,0,1,1
2014,10,queensgate,23,0,2,3
2014,10,carthage,26,0,2,1
2014,10,english  woods,20,0,2,3
2014,10,kennedy  heights,26,0,2,4
2014,10,sayler  park,10,0,1,1
2014,10,mt.  lookout,12,0,1,2
2014,10,california,4,0,1,3
2014,10,paddock  hills,10,0,1,1
2014,10,pendleton,16,0,1,3
2014,10,linwood,5,0,1,2
2014,1,c. b. d. / riverfront,95,0,4,1
2014,1,west  end,58,0,4,1
2014,1,east  westwood,9,0,1,1
2014,1,camp  washington,28,0,2,3
2014,1,east price hill,108,1,4,1
2014,1,avondale,99,2,4,1
2014,1,mount airy,63,0,4,1
2014,1,mount  auburn,28,0,2,1
2014,1,west price hill,113,0,4,1
2014,1,sedamsville,12,0,1,2
2014,1,westwood,267,0,4,2
2014,1,over-the-rhine,104,1,4,1
2014,1,evanston,46,1,3,1
2014,1,s.. cumminsville,9,0,1,3
2014,1,northside,66,0,4,2
2014,1,winton hills,30,0,3,1
2014,1,college  hill,70,0,4,1
2014,1,madisonville,46,0,3,1
2014,1,lower price  hill,15,0,1,1
2014,1,o'bryonville,1,0,1,1
2014,1,hyde park,20,0,2,1
2014,1,riverside,7,0,1,1
2014,1,mount  adams,10,0,1,2
2014,1,pleasant ridge,23,0,2,1
2014,1,roselawn,61,0,4,2
2014,1,oakley,54,0,4,2
2014,1,north fairmount,10,0,1,1
2014,1,bondhill,26,0,2,1
2014,1,south  fairmount,42,0,3,1
2014,1,spring grove village,28,0,2,2
2014,1,clifton,49,0,3,2
2014,1,-,2,0,1,1
2014,1,millvale,24,0,2,2
2014,1,fairview,51,0,4,1
2014,1,clifton/university heights,45,0,3,2
2014,1,north avondale,42,0,3,2
2014,1,walnut hills,76,0,4,1
2014,1,corryville,34,0,3,1
2014,1,east  end,28,0,2,4
2014,1,east walnut hills,17,0,2,1
2014,1,mt.  washington,25,0,2,1
2014,1,columbia / tusculum,15,0,1,3
2014,1,fay apartments,29,0,3,3
2014,1,hartwell,25,0,2,2
2014,1,queensgate,17,0,2,2
2014,1,carthage,28,0,2,1
2014,1,english  woods,6,1,1,1
2014,1,kennedy  heights,22,0,2,3
2014,1,sayler  park,17,0,2,2
2014,1,mt.  lookout,17,0,2,3
2014,1,california,2,0,1,2
2014,1,paddock  hills,18,0,2,3
2014,1,pendleton,4,0,1,1
2014,1,linwood,4,0,1,1
2014,4,c. b. d. / riverfront,133,0,4,2
2014,4,west  end,84,0,4,2
2014,4,east  westwood,20,0,2,3
2014,4,camp  washington,19,0,2,1
2014,4,east price hill,129,0,4,1
2014,4,avondale,115,1,4,2
2014,4,mount airy,77,0,4,3
2014,4,mount  auburn,44,0,3,2
2014,4,west price hill,161,0,4,1
2014,4,sedamsville,13,0,1,3
2014,4,westwood,290,2,4,3
2014,4,over-the-rhine,120,0,4,2
2014,4,evanston,55,0,3,2
2014,4,s.. cumminsville,8,0,1,2
2014,4,northside,63,0,4,1
2014,4,winton hills,52,0,3,2
2014,4,college  hill,100,0,4,4
2014,4,madisonville,64,0,4,3
2014,4,lower price  hill,26,0,2,3
2014,4,o'bryonville,1,0,1,1
2014,4,hyde park,46,0,3,4
2014,4,riverside,10,0,1,1
2014,4,mount  adams,13,0,1,2
2014,4,pleasant ridge,28,0,2,1
2014,4,roselawn,54,0,3,2
2014,4,oakley,52,0,3,1
2014,4,north fairmount,17,0,2,4
2014,4,bondhill,63,0,4,3
2014,4,south  fairmount,50,0,3,2
2014,4,spring grove village,25,0,2,2
2014,4,clifton,38,0,3,1
2014,4,-,1,0,1,1
2014,4,millvale,33,0,3,4
2014,4,fairview,81,0,4,4
2014,4,clifton/university heights,54,0,3,3
2014,4,north avondale,42,0,3,2
2014,4,walnut hills,94,1,4,2
2014,4,corryville,28,0,2,1
2014,4,east  end,17,0,2,2
2014,4,east walnut hills,20,0,2,2
2014,4,mt.  washington,23,0,2,1
2014,4,columbia / tusculum,10,0,1,1
2014,4,fay apartments,22,0,2,2
2014,4,hartwell,35,1,3,4
2014,4,queensgate,18,0,2,2
2014,4,carthage,36,0,3,3
2014,4,english  woods,10,0,1,1
2014,4,kennedy  heights,15,0,1,1
2014,4,sayler  park,11,0,1,1
2014,4,mt.  lookout,13,0,1,2
2014,4,california,3,0,1,2
2014,4,paddock  hills,9,0,1,1
2014,4,pendleton,19,0,2,4
2014,4,linwood,3,0,1,1
2011,2,c. b. d. / riverfront,113,0,4,1
2011,2,west  end,67,0,4,1
2011,2,east  westwood,21,0,2,3
2011,2,camp  washington,23,0,2,2
2011,2,east price hill,135,0,4,1
2011,2,avondale,119,0,4,2
2011,2,mount airy,51,0,3,1
2011,2,mount  auburn,49,0,3,2
2011,2,west price hill,161,1,4,1
2011,2,sedamsville,9,0,1,1
2011,2,westwood,233,0,4,1
2011,2,over-the-rhine,105,0,4,1
2011,2,evanston,39,0,3,1
2011,2,s.. cumminsville,2,0,1,1
2011,2,northside,66,1,4,2
2011,2,winton hills,55,0,4,2
2011,2,college  hill,83,1,4,3
2011,2,madisonville,52,0,4,1
2011,2,lower price  hill,21,0,2,2
2011,2,o'bryonville,2,0,1,1
2011,2,hyde park,18,0,2,1
2011,2,riverside,13,0,1,2
2011,2,mount  adams,13,0,1,2
2011,2,pleasant ridge,35,0,3,2
2011,2,roselawn,51,0,3,1
2011,2,oakley,43,1,3,1
2011,2,north fairmount,11,0,1,2
2011,2,bondhill,54,1,4,2
2011,2,south  fairmount,39,0,3,1
2011,2,spring grove village,15,0,2,1
2011,2,clifton,46,0,3,1
2011,2,-,7,0,1,3
2011,2,millvale,24,0,2,2
2011,2,fairview,53,0,4,1
2011,2,clifton/university heights,27,0,3,1
2011,2,north avondale,43,0,3,2
2011,2,walnut hills,106,0,4,2
2011,2,corryville,35,0,3,1
2011,2,east  end,18,0,2,2
2011,2,east walnut hills,18,0,2,1
2011,2,mt.  washington,46,0,3,3
2011,2,columbia / tusculum,10,0,1,1
2011,2,fay apartments,24,0,2,3
2011,2,hartwell,9,0,1,1
2011,2,queensgate,12,0,1,1
2011,2,carthage,21,0,2,1
2011,2,english  woods,9,0,1,1
2011,2,kennedy  heights,17,0,2,1
2011,2,sayler  park,19,0,2,3
2011,2,mt.  lookout,11,0,1,1
2011,2,california,3,0,1,2
2011,2,paddock  hills,19,0,2,3
2011,2,pendleton,16,0,2,3
2011,2,linwood,6,0,1,3
2011,8,c. b. d. / riverfront,148,1,4,3
2011,8,west  end,109,0,4,4
2011,8,east  westwood,12,0,1,1
2011,8,camp  washington,32,0,2,4
2011,8,east price hill,238,0,4,4
2011,8,avondale,181,0,4,4
2011,8,mount airy,109,0,4,4
2011,8,mount  auburn,45,0,2,2
2011,8,west price hill,227,0,4,4
2011,8,sedamsville,25,0,1,4
2011,8,westwood,306,1,4,3
2011,8,over-the-rhine,159,0,4,4
2011,8,evanston,75,0,3,4
2011,8,s.. cumminsville,8,0,1,2
2011,8,northside,110,0,4,4
2011,8,winton hills,71,0,3,4
2011,8,college  hill,99,0,4,4
2011,8,madisonville,64,0,3,3
2011,8,lower price  hill,31,0,2,4
2011,8,o'bryonville,5,0,1,3
2011,8,hyde park,34,0,2,2
2011,8,riverside,17,0,1,4
2011,8,mount  adams,13,0,1,2
2011,8,pleasant ridge,50,0,3,4
2011,8,roselawn,80,0,4,4
2011,8,oakley,70,0,3,3
2011,8,north fairmount,9,0,1,1
2011,8,bondhill,95,0,4,4
2011,8,south  fairmount,55,0,3,2
2011,8,spring grove village,39,0,2,4
2011,8,clifton,70,0,3,4
2011,8,-,12,0,1,3
2011,8,millvale,30,0,2,3
2011,8,fairview,80,0,4,4
2011,8,clifton/university heights,60,0,3,4
2011,8,north avondale,64,0,3,4
2011,8,walnut hills,139,0,4,4
2011,8,corryville,45,0,2,3
2011,8,east  end,29,0,2,4
2011,8,east walnut hills,48,0,3,4
2011,8,mt.  washington,51,0,3,3
2011,8,columbia / tusculum,33,0,2,4
2011,8,fay apartments,27,0,2,3
2011,8,hartwell,34,0,2,3
2011,8,queensgate,22,0,1,3
2011,8,carthage,46,0,3,4
2011,8,english  woods,20,0,1,3
2011,8,kennedy  heights,18,0,1,2
2011,8,sayler  park,26,0,2,4
