year,month,neighborhood,crimes,murders,city_quart,neighb_quar
2016,9,queensgate,34,0,3,4
2016,9,carthage,37,0,3,3
2016,9,english  woods,12,0,1,1
2016,9,kennedy  heights,22,0,2,3
2016,9,sayler  park,13,0,1,1
2016,9,mt.  lookout,19,0,1,4
2016,9,california,2,0,1,2
2016,9,paddock  hills,14,0,1,2
2016,9,pendleton,15,0,1,3
2016,9,linwood,12,0,1,4
2016,5,c. b. d. / riverfront,130,0,4,2
2016,5,west  end,88,0,4,2
2016,5,east  westwood,21,0,2,3
2016,5,camp  washington,7,0,1,1
2016,5,east price hill,178,0,4,3
2016,5,avondale,124,2,4,2
2016,5,mount airy,73,0,4,2
2016,5,mount  auburn,47,0,3,2
2016,5,west price hill,152,0,4,1
2016,5,sedamsville,11,0,1,2
2016,5,westwood,257,0,4,1
2016,5,over-the-rhine,158,0,4,4
2016,5,evanston,50,0,3,2
2016,5,s.. cumminsville,7,0,1,2
2016,5,northside,52,0,3,1
2016,5,winton hills,56,1,4,2
2016,5,college  hill,54,1,4,1
2016,5,madisonville,50,0,3,1
2016,5,lower price  hill,12,0,1,1
2016,5,o'bryonville,7,0,1,4
2016,5,hyde park,30,0,3,2
2016,5,riverside,11,0,1,2
2016,5,mount  adams,14,0,1,3
2016,5,pleasant ridge,38,0,3,3
2016,5,roselawn,61,0,4,2
2016,5,oakley,77,0,4,4
2016,5,north fairmount,11,0,1,2
2016,5,bondhill,59,0,4,2
2016,5,south  fairmount,53,0,3,2
2016,5,spring grove village,29,0,2,3
2016,5,clifton,34,0,3,1
2016,5,-,2,0,1,1
2016,5,millvale,16,0,2,1
2016,5,fairview,41,0,3,1
2016,5,clifton/university heights,27,0,2,1
2016,5,north avondale,40,0,3,2
2016,5,walnut hills,118,0,4,3
2016,5,corryville,24,0,2,1
2016,5,east  end,14,0,1,1
2016,5,east walnut hills,37,0,3,4
2016,5,mt.  washington,33,0,3,1
2016,5,columbia / tusculum,9,0,1,1
2016,5,fay apartments,21,0,2,2
2016,5,hartwell,26,0,2,2
2016,5,queensgate,29,0,2,4
2016,5,carthage,27,0,2,1
2016,5,english  woods,15,0,2,2
2016,5,kennedy  heights,22,0,2,3
2016,5,sayler  park,17,0,2,2
2016,5,mt.  lookout,12,0,1,2
2016,5,california,1,0,1,1
2016,5,paddock  hills,15,0,2,2
2016,5,pendleton,14,1,1,2
2016,5,linwood,3,0,1,1
2016,3,c. b. d. / riverfront,137,0,4,3
2016,3,west  end,86,1,4,2
2016,3,east  westwood,21,0,2,3
2016,3,camp  washington,18,0,2,1
2016,3,east price hill,174,1,4,3
2016,3,avondale,93,1,4,1
2016,3,mount airy,81,0,4,3
2016,3,mount  auburn,50,0,3,3
2016,3,west price hill,167,0,4,2
2016,3,sedamsville,11,0,1,2
2016,3,westwood,225,0,4,1
2016,3,over-the-rhine,153,1,4,4
2016,3,evanston,37,0,3,1
2016,3,s.. cumminsville,13,0,1,4
2016,3,northside,65,0,4,1
2016,3,winton hills,60,0,4,3
2016,3,college  hill,81,0,4,2
2016,3,madisonville,56,0,4,2
2016,3,lower price  hill,6,1,1,1
2016,3,o'bryonville,4,0,1,3
2016,3,hyde park,20,0,2,1
2016,3,riverside,12,0,1,2
2016,3,mount  adams,9,0,1,1
2016,3,pleasant ridge,25,0,2,1
2016,3,roselawn,55,0,3,2
2016,3,oakley,62,0,4,2
2016,3,north fairmount,9,0,1,1
2016,3,bondhill,51,0,3,1
2016,3,south  fairmount,32,0,3,1
2016,3,spring grove village,31,0,3,3
2016,3,clifton,35,0,3,1
2016,3,-,3,0,1,2
2016,3,millvale,27,0,2,3
2016,3,fairview,36,0,3,1
2016,3,clifton/university heights,35,0,3,1
2016,3,north avondale,36,0,3,1
2016,3,walnut hills,101,0,4,2
2016,3,corryville,32,0,3,1
2016,3,east  end,21,0,2,3
2016,3,east walnut hills,16,0,2,1
2016,3,mt.  washington,27,0,2,1
2016,3,columbia / tusculum,13,0,1,2
2016,3,fay apartments,26,0,2,3
2016,3,hartwell,26,0,2,2
2016,3,queensgate,22,0,2,3
2016,3,carthage,29,0,3,2
2016,3,english  woods,23,0,2,4
2016,3,kennedy  heights,25,0,2,3
2016,3,sayler  park,13,0,1,1
2016,3,mt.  lookout,13,0,1,2
2016,3,california,2,0,1,2
2016,3,paddock  hills,11,0,1,1
2016,3,pendleton,12,0,1,2
2016,3,linwood,5,0,1,2
2016,11,c. b. d. / riverfront,108,0,4,1
2016,11,west  end,80,1,4,2
2016,11,east  westwood,10,0,1,1
2016,11,camp  washington,19,0,2,1
2016,11,east price hill,125,0,4,1
2016,11,avondale,82,0,4,1
2016,11,mount airy,87,0,4,3
2016,11,mount  auburn,54,0,3,3
2016,11,west price hill,159,0,4,1
2016,11,sedamsville,6,0,1,1
2016,11,westwood,258,0,4,1
2016,11,over-the-rhine,125,0,4,2
2016,11,evanston,52,1,3,2
2016,11,s.. cumminsville,5,0,1,1
2016,11,northside,48,0,3,1
2016,11,winton hills,51,0,3,2
2016,11,college  hill,78,0,4,2
2016,11,madisonville,35,0,3,1
2016,11,lower price  hill,12,0,1,1
2016,11,o'bryonville,2,0,1,1
2016,11,hyde park,32,0,2,2
2016,11,riverside,4,0,1,1
2016,11,mount  adams,11,0,1,2
2016,11,pleasant ridge,30,0,2,1
2016,11,roselawn,56,2,4,2
2016,11,oakley,62,0,4,2
2016,11,north fairmount,16,0,2,4
2016,11,bondhill,68,0,4,3
2016,11,south  fairmount,47,0,3,1
2016,11,spring grove village,43,0,3,4
2016,11,clifton,37,0,3,1
2016,11,-,10,0,1,3
2016,11,millvale,8,0,1,1
2016,11,fairview,79,0,4,4
2016,11,clifton/university heights,51,0,3,3
2016,11,north avondale,45,0,3,2
2016,11,walnut hills,118,0,4,3
2016,11,corryville,37,0,3,2
2016,11,east  end,12,0,1,1
2016,11,east walnut hills,19,0,2,2
2016,11,mt.  washington,32,0,2,1
2016,11,columbia / tusculum,10,0,1,1
2016,11,fay apartments,30,0,2,4
2016,11,hartwell,30,0,2,3
2016,11,queensgate,35,0,3,4
2016,11,carthage,44,0,3,4
2016,11,english  woods,14,0,2,2
2016,11,kennedy  heights,17,0,2,1
2016,11,sayler  park,14,0,2,2
2016,11,mt.  lookout,19,0,2,4
2016,11,california,1,0,1,1
2016,11,paddock  hills,17,0,2,3
2016,11,pendleton,13,0,1,2
2016,11,linwood,2,0,1,1
2016,12,c. b. d. / riverfront,115,0,4,1
2016,12,west  end,70,0,4,1
2016,12,east  westwood,28,0,2,4
2016,12,camp  washington,25,0,2,3
2016,12,east price hill,157,0,4,2
2016,12,avondale,99,0,4,1
2016,12,mount airy,55,0,4,1
2016,12,mount  auburn,44,0,3,2
2016,12,west price hill,171,0,4,2
2016,12,sedamsville,8,0,1,1
2016,12,westwood,315,0,4,4
2016,12,over-the-rhine,130,1,4,2
2016,12,evanston,52,0,3,2
2016,12,s.. cumminsville,6,0,1,1
2016,12,northside,53,1,4,1
2016,12,winton hills,45,0,3,1
2016,12,college  hill,86,0,4,3
2016,12,madisonville,42,0,3,1
2016,12,lower price  hill,12,0,1,1
2016,12,o'bryonville,3,0,1,2
2016,12,hyde park,36,0,3,3
2016,12,riverside,20,0,2,4
2016,12,mount  adams,25,0,2,4
2016,12,pleasant ridge,32,0,2,1
2016,12,roselawn,49,0,3,1
2016,12,oakley,68,0,4,3
2016,12,north fairmount,22,0,2,4
2016,12,bondhill,64,0,4,3
2016,12,south  fairmount,45,0,3,1
2016,12,spring grove village,34,0,2,3
2016,12,clifton,48,0,3,2
2016,12,-,18,0,2,4
2016,12,millvale,23,0,2,2
2016,12,fairview,64,0,4,3
2016,12,clifton/university heights,36,0,3,2
2016,12,north avondale,47,0,3,3
2016,12,walnut hills,90,0,4,1
2016,12,corryville,23,0,2,1
2016,12,east  end,14,0,1,1
2016,12,east walnut hills,17,0,1,1
2016,12,mt.  washington,34,0,2,1
2016,12,columbia / tusculum,8,0,1,1
2016,12,fay apartments,22,0,2,2
2016,12,hartwell,37,0,3,4
2016,12,queensgate,20,0,2,2
2016,12,carthage,44,0,3,4
2016,12,english  woods,14,0,1,2
2016,12,kennedy  heights,21,0,2,2
2016,12,sayler  park,15,0,1,2
2016,12,mt.  lookout,12,0,1,2
2016,12,california,1,0,1,1
2016,12,paddock  hills,17,0,1,3
2016,12,pendleton,6,0,1,1
2016,12,linwood,1,0,1,1
2016,7,c. b. d. / riverfront,155,0,4,4
2016,7,west  end,90,1,4,3
2016,7,east  westwood,29,0,2,4
2016,7,camp  washington,33,0,2,4
2016,7,east price hill,170,0,4,3
2016,7,avondale,131,0,4,3
2016,7,mount airy,78,1,4,3
2016,7,mount  auburn,38,0,3,1
2016,7,west price hill,220,0,4,4
2016,7,sedamsville,13,0,1,3
2016,7,westwood,264,0,4,2
2016,7,over-the-rhine,162,0,4,4
2016,7,evanston,68,0,4,3
2016,7,s.. cumminsville,8,0,1,2
2016,7,northside,75,0,4,2
2016,7,winton hills,73,0,4,4
2016,7,college  hill,65,0,3,1
2016,7,madisonville,59,1,3,2
2016,7,lower price  hill,22,0,2,2
2016,7,o'bryonville,2,0,1,1
2016,7,hyde park,21,0,2,1
2016,7,riverside,18,0,1,4
2016,7,mount  adams,23,0,2,4
2016,7,pleasant ridge,46,0,3,4
2016,7,roselawn,71,0,4,3
2016,7,oakley,54,0,3,2
2016,7,north fairmount,13,0,1,2
2016,7,bondhill,53,0,3,2
2016,7,south  fairmount,67,0,4,3
2016,7,spring grove village,28,0,2,2
2016,7,clifton,48,0,3,2
2016,7,-,6,0,1,3
2016,7,millvale,31,1,2,4
2016,7,fairview,54,0,3,1
2016,7,clifton/university heights,33,0,2,1
2016,7,north avondale,42,0,3,2
2016,7,walnut hills,123,0,4,4
2016,7,corryville,30,0,2,1
2016,7,east  end,17,0,1,2
2016,7,east walnut hills,17,0,1,1
2016,7,mt.  washington,37,0,3,2
2016,7,columbia / tusculum,10,0,1,1
2016,7,fay apartments,18,0,1,1
2016,7,hartwell,30,0,2,3
2016,7,queensgate,33,0,2,4
2016,7,carthage,36,0,3,3
2016,7,english  woods,18,0,1,3
2016,7,kennedy  heights,20,0,2,2
2016,7,sayler  park,18,0,1,2
2016,7,mt.  lookout,7,0,1,1
2016,7,california,6,0,1,4
2016,7,paddock  hills,16,0,1,2
2016,7,pendleton,11,0,1,1
2016,7,linwood,5,0,1,2
2016,10,c. b. d. / riverfront,129,1,4,2
2016,10,west  end,105,0,4,4
2016,10,east  westwood,10,0,1,1
2016,10,camp  washington,20,0,2,2
2016,10,east price hill,144,0,4,1
2016,10,avondale,105,0,4,1
2016,10,mount airy,81,0,4,3
2016,10,mount  auburn,45,0,3,2
2016,10,west price hill,172,0,4,2
2016,10,sedamsville,10,0,1,2
2016,10,westwood,271,1,4,2
2016,10,over-the-rhine,150,0,4,3
2016,10,evanston,60,0,3,3
2016,10,s.. cumminsville,2,0,1,1
2016,10,northside,50,0,3,1
2016,10,winton hills,92,0,4,4
2016,10,college  hill,96,1,4,4
2016,10,madisonville,27,0,2,1
2016,10,lower price  hill,18,0,2,2
2016,10,o'bryonville,1,0,1,1
2016,10,hyde park,41,0,3,3
2016,10,riverside,12,0,1,2
2016,10,mount  adams,14,0,1,3
2016,10,pleasant ridge,32,0,2,1
2016,10,roselawn,60,0,3,2
2016,10,oakley,51,0,3,1
2016,10,north fairmount,16,0,1,4
2016,10,bondhill,51,0,3,1
2016,10,south  fairmount,41,0,3,1
2016,10,spring grove village,36,0,3,4
2016,10,clifton,53,0,3,2
2016,10,-,5,0,1,3
2016,10,millvale,16,0,1,1
2016,10,fairview,61,0,4,2
2016,10,clifton/university heights,69,0,4,4
2016,10,north avondale,53,0,3,4
2016,10,walnut hills,93,0,4,1
2016,10,corryville,45,0,3,3
2016,10,east  end,19,0,2,2
2016,10,east walnut hills,27,0,2,3
2016,10,mt.  washington,37,0,3,2
2016,10,columbia / tusculum,9,0,1,1
2016,10,fay apartments,32,0,2,4
2016,10,hartwell,24,0,2,2
2016,10,queensgate,16,0,1,1
2016,10,carthage,30,0,2,2
2016,10,english  woods,16,0,1,2
2016,10,kennedy  heights,28,0,2,4
2016,10,sayler  park,14,0,1,2
2016,10,mt.  lookout,8,0,1,1
2016,10,california,2,0,1,2
2016,10,paddock  hills,13,0,1,1
2016,10,pendleton,22,0,2,4
2016,10,linwood,7,0,1,3
2016,1,c. b. d. / riverfront,124,0,4,2
2016,1,west  end,76,0,4,1
2016,1,east  westwood,21,0,2,3
2016,1,camp  washington,17,0,2,1
2016,1,east price hill,131,0,4,1
2016,1,avondale,86,0,4,1
2016,1,mount airy,70,0,4,2
2016,1,mount  auburn,43,0,3,2
2016,1,west price hill,168,0,4,2
2016,1,sedamsville,2,0,1,1
2016,1,westwood,272,2,4,2
2016,1,over-the-rhine,122,0,4,2
2016,1,evanston,38,0,3,1
2016,1,s.. cumminsville,6,0,1,1
2016,1,northside,54,0,3,1
2016,1,winton hills,72,1,4,4
2016,1,college  hill,82,0,4,2
2016,1,madisonville,44,0,3,1
2016,1,lower price  hill,13,0,1,1
2016,1,o'bryonville,5,0,1,3
2016,1,hyde park,17,0,2,1
2016,1,riverside,12,0,1,2
2016,1,mount  adams,8,0,1,1
2016,1,pleasant ridge,32,0,3,1
2016,1,roselawn,48,0,3,1
2016,1,oakley,72,0,4,4
2016,1,north fairmount,10,0,1,1
2016,1,bondhill,69,2,4,3
2016,1,south  fairmount,38,0,3,1
2016,1,spring grove village,38,0,3,4
2016,1,clifton,42,0,3,1
2016,1,-,1,0,1,1
2016,1,millvale,14,0,1,1
2016,1,fairview,59,0,4,2
2016,1,clifton/university heights,21,0,2,1
2016,1,north avondale,37,0,3,1
2016,1,walnut hills,109,0,4,3
2016,1,corryville,37,0,3,2
2016,1,east  end,21,0,2,3
2016,1,east walnut hills,26,0,2,3
2016,1,mt.  washington,39,0,3,2
2016,1,columbia / tusculum,3,0,1,1
2016,1,fay apartments,15,0,2,1
2016,1,hartwell,20,0,2,1
2016,1,queensgate,30,0,3,4
2016,1,carthage,25,0,2,1
2016,1,english  woods,13,0,1,1
2016,1,kennedy  heights,21,0,2,2
2016,1,sayler  park,19,0,2,3
2016,1,mt.  lookout,13,0,1,2
2016,1,california,1,0,1,1
2016,1,paddock  hills,20,0,2,4
2016,1,pendleton,16,0,2,3
2016,1,linwood,6,0,1,3
2016,4,c. b. d. / riverfront,120,0,4,2
2016,4,west  end,97,0,4,3
2016,4,east  westwood,25,0,2,4
2016,4,camp  washington,17,0,1,1
2016,4,east price hill,144,0,4,1
2016,4,avondale,118,0,4,2
2016,4,mount airy,82,0,4,3
2016,4,mount  auburn,51,0,3,3
2016,4,west price hill,167,0,4,2
2016,4,sedamsville,12,0,1,2
2016,4,westwood,239,0,4,1
2016,4,over-the-rhine,138,1,4,3
2016,4,evanston,51,0,3,2
2016,4,s.. cumminsville,7,0,1,2
2016,4,northside,49,0,3,1
2016,4,winton hills,54,0,4,2
2016,4,college  hill,81,0,4,2
2016,4,madisonville,42,0,3,1
2016,4,lower price  hill,17,0,1,1
2016,4,o'bryonville,1,0,1,1
2016,4,hyde park,24,0,2,1
2016,4,riverside,19,0,2,4
2016,4,mount  adams,13,0,1,2
2016,4,pleasant ridge,37,0,3,2
2016,4,roselawn,57,1,4,2
2016,4,oakley,64,0,4,3
2016,4,north fairmount,7,0,1,1
2016,4,bondhill,48,2,3,1
2016,4,south  fairmount,36,0,3,1
2016,4,spring grove village,19,0,2,1
2016,4,clifton,32,0,3,1
2016,4,-,2,0,1,1
2016,4,millvale,27,2,2,3
2016,4,fairview,62,0,4,2
2016,4,clifton/university heights,27,0,2,1
2016,4,north avondale,39,0,3,1
2016,4,walnut hills,104,0,4,2
2016,4,corryville,27,0,2,1
2016,4,east  end,17,0,1,2
2016,4,east walnut hills,18,0,2,1
2016,4,mt.  washington,39,0,3,2
2016,4,columbia / tusculum,7,0,1,1
2016,4,fay apartments,19,0,2,1
2016,4,hartwell,30,0,3,3
2016,4,queensgate,25,0,2,4
2016,4,carthage,30,0,3,2
2016,4,english  woods,21,0,2,4
2016,4,kennedy  heights,12,0,1,1
2016,4,sayler  park,24,0,2,4
2016,4,mt.  lookout,7,0,1,1
2016,4,california,5,0,1,3
2016,4,paddock  hills,20,0,2,4
2016,4,pendleton,13,0,1,2
2016,4,linwood,2,0,1,1
2012,2,c. b. d. / riverfront,111,0,4,1
2012,2,west  end,74,0,4,1
2012,2,east  westwood,14,0,1,1
2012,2,camp  washington,24,0,2,3
2012,2,east price hill,105,0,4,1
2012,2,avondale,133,0,4,3
2012,2,mount airy,49,0,3,1
2012,2,mount  auburn,51,0,3,3
2012,2,west price hill,124,0,4,1
2012,2,sedamsville,13,0,1,3
2012,2,westwood,235,0,4,1
2012,2,over-the-rhine,107,0,4,1
2012,2,evanston,50,0,3,2
2012,2,s.. cumminsville,5,0,1,1
2012,2,northside,67,0,4,2
2012,2,winton hills,52,0,3,2
2012,2,college  hill,61,0,4,1
2012,2,madisonville,68,0,4,3
2012,2,lower price  hill,25,0,2,3
2012,2,o'bryonville,1,0,1,1
2012,2,hyde park,18,0,2,1
2012,2,riverside,16,0,2,3
2012,2,mount  adams,8,0,1,1
2012,2,pleasant ridge,24,0,2,1
2012,2,roselawn,49,0,3,1
2012,2,oakley,47,0,3,1
2012,2,north fairmount,13,0,1,2
2012,2,bondhill,54,1,4,2
2012,2,south  fairmount,56,0,4,3
2012,2,spring grove village,31,0,3,3
2012,2,clifton,49,0,3,2
2012,2,-,14,0,1,4
2012,2,millvale,20,0,2,1
2012,2,fairview,54,0,4,1
2012,2,clifton/university heights,42,0,3,2
2012,2,north avondale,46,0,3,3
2012,2,walnut hills,80,1,4,1
2012,2,corryville,35,0,3,1
2012,2,east  end,24,0,2,4
2012,2,east walnut hills,20,0,2,2
2012,2,mt.  washington,39,0,3,2
2012,2,columbia / tusculum,26,0,2,4
2012,2,fay apartments,23,0,2,2
2012,2,hartwell,21,0,2,1
2012,2,queensgate,15,0,2,1
2012,2,carthage,34,0,3,2
2012,2,english  woods,10,0,1,1
2012,2,kennedy  heights,23,0,2,3
2012,2,sayler  park,11,0,1,1
2012,2,mt.  lookout,8,0,1,1
2012,2,california,4,0,1,3
2012,2,paddock  hills,14,0,1,2
2012,2,pendleton,5,0,1,1
2012,2,linwood,9,0,1,4
2012,8,c. b. d. / riverfront,165,0,4,4
2012,8,west  end,85,0,4,2
2012,8,east  westwood,17,0,1,2
2012,8,camp  washington,33,0,2,4
2012,8,east price hill,204,1,4,4
2012,8,avondale,192,0,4,4
2012,8,mount airy,88,0,4,4
2012,8,mount  auburn,50,0,3,3
2012,8,west price hill,206,0,4,4
2012,8,sedamsville,27,0,2,4
2012,8,westwood,329,1,4,4
2012,8,over-the-rhine,160,0,4,4
2012,8,evanston,83,0,4,4
2012,8,s.. cumminsville,10,0,1,3
2012,8,northside,84,0,4,3
2012,8,winton hills,81,0,4,4
2012,8,college  hill,95,0,4,4
2012,8,madisonville,70,0,3,3
2012,8,lower price  hill,29,0,2,4
2012,8,o'bryonville,8,0,1,4
2012,8,hyde park,37,0,2,3
2012,8,riverside,16,0,1,3
2012,8,mount  adams,28,0,2,4
2012,8,pleasant ridge,44,0,3,3
2012,8,roselawn,68,0,3,3
2012,8,oakley,75,0,3,4
2012,8,north fairmount,14,0,1,3
2012,8,bondhill,79,0,3,4
2012,8,south  fairmount,69,0,3,4
2012,8,spring grove village,47,0,3,4
2012,8,clifton,70,0,3,4
2012,8,-,21,1,1,4
2012,8,millvale,21,0,1,2
2012,8,fairview,104,0,4,4
2012,8,clifton/university heights,41,0,2,2
2012,8,north avondale,41,0,2,2
2012,8,walnut hills,147,1,4,4
2012,8,corryville,55,0,3,4
2012,8,east  end,32,0,2,4
2012,8,east walnut hills,31,0,2,4
2012,8,mt.  washington,75,0,3,4
2012,8,columbia / tusculum,23,0,2,4
2012,8,fay apartments,29,1,2,3
2012,8,hartwell,40,0,2,4
2012,8,queensgate,21,0,1,2
2012,8,carthage,47,0,3,4
2012,8,english  woods,26,0,2,4
2012,8,kennedy  heights,33,0,2,4
2012,8,sayler  park,19,0,1,3
2012,8,mt.  lookout,12,0,1,2
2012,8,california,5,0,1,3
2012,8,paddock  hills,19,0,1,3
2012,8,pendleton,16,0,1,3
2012,8,linwood,9,0,1,4
2012,6,c. b. d. / riverfront,128,0,4,2
2012,6,west  end,81,0,4,2
2012,6,east  westwood,16,0,1,2
2012,6,camp  washington,21,0,2,2
2012,6,east price hill,174,0,4,3
2012,6,avondale,169,0,4,4
2012,6,mount airy,93,0,4,4
2012,6,mount  auburn,58,0,3,3
2012,6,west price hill,236,0,4,4
2012,6,sedamsville,18,0,1,4
2012,6,westwood,311,0,4,3
2012,6,over-the-rhine,123,1,4,2
2012,6,evanston,74,0,3,4
2012,6,s.. cumminsville,8,0,1,2
2012,6,northside,100,0,4,4
2012,6,winton hills,69,0,3,4
2012,6,college  hill,83,0,4,3
2012,6,madisonville,99,0,4,4
2012,6,lower price  hill,25,1,2,3
2012,6,o'bryonville,4,0,1,3
2012,6,hyde park,42,0,3,4
2012,6,riverside,19,0,1,4
2012,6,mount  adams,19,0,1,4
2012,6,pleasant ridge,41,0,2,3
2012,6,roselawn,91,0,4,4
2012,6,oakley,55,0,3,2
2012,6,north fairmount,12,0,1,2
2012,6,bondhill,48,0,3,1
2012,6,south  fairmount,74,0,3,4
2012,6,spring grove village,42,0,3,4
2012,6,clifton,63,0,3,3
2012,6,-,42,0,3,4
2012,6,millvale,35,0,2,4
2012,6,fairview,45,0,3,1
2012,6,clifton/university heights,27,0,2,1
2012,6,north avondale,50,0,3,3
2012,6,walnut hills,142,0,4,4
2012,6,corryville,49,0,3,3
2012,6,east  end,23,0,2,3
2012,6,east walnut hills,29,0,2,3
2012,6,mt.  washington,44,0,3,2
2012,6,columbia / tusculum,14,0,1,3
2012,6,fay apartments,20,0,2,1
2012,6,hartwell,33,0,2,3
2012,6,queensgate,16,0,1,1
2012,6,carthage,41,0,2,3
2012,6,english  woods,29,0,2,4
2012,6,kennedy  heights,30,0,2,4
2012,6,sayler  park,16,0,1,2
2012,6,mt.  lookout,4,0,1,1
2012,6,california,11,0,1,4
2012,6,paddock  hills,19,0,1,3
2012,6,pendleton,12,0,1,2
2012,6,linwood,5,0,1,2
2012,9,c. b. d. / riverfront,140,0,4,3
2012,9,west  end,123,0,4,4
2012,9,east  westwood,15,0,1,1
2012,9,camp  washington,37,0,3,4
2012,9,east price hill,203,1,4,4
2012,9,avondale,139,0,4,3
2012,9,mount airy,103,1,4,4
2012,9,mount  auburn,73,0,3,4
2012,9,west price hill,186,0,4,3
2012,9,sedamsville,12,0,1,2
2012,9,westwood,278,0,4,2
2012,9,over-the-rhine,144,0,4,3
2012,9,evanston,81,0,4,4
2012,9,s.. cumminsville,9,0,1,3
2012,9,northside,91,1,4,3
2012,9,winton hills,64,0,3,3
2012,9,college  hill,99,0,4,4
2012,9,madisonville,74,0,3,4
2012,9,lower price  hill,21,0,2,2
2012,9,o'bryonville,6,0,1,4
2012,9,hyde park,28,0,2,1
2012,9,riverside,19,0,1,4
2012,9,mount  adams,18,0,1,4
2012,9,pleasant ridge,41,0,3,3
2012,9,roselawn,57,0,3,2
2012,9,oakley,59,0,3,2
2012,9,north fairmount,13,0,1,2
2012,9,bondhill,67,0,3,3
2012,9,south  fairmount,63,0,3,3
2012,9,spring grove village,29,0,2,3
2012,9,clifton,88,0,4,4
2012,9,-,20,1,2,4
2012,9,millvale,27,0,2,3
2012,9,fairview,81,0,4,4
2012,9,clifton/university heights,57,0,3,4
2012,9,north avondale,53,0,3,4
2012,9,walnut hills,137,0,4,4
2012,9,corryville,53,1,3,3
2012,9,east  end,26,0,2,4
2012,9,east walnut hills,33,0,2,4
2012,9,mt.  washington,57,0,3,4
2012,9,columbia / tusculum,19,0,1,4
2012,9,fay apartments,20,0,2,1
2012,9,hartwell,20,0,2,1
2012,9,queensgate,22,0,2,3
2012,9,carthage,28,0,2,1
2012,9,english  woods,19,1,1,3
2012,9,kennedy  heights,19,0,1,2
2012,9,sayler  park,19,0,1,3
2012,9,mt.  lookout,10,0,1,1
2012,9,california,4,0,1,3
2012,9,paddock  hills,17,0,1,3
2012,9,pendleton,18,0,1,4
2012,9,linwood,5,0,1,2
2012,5,c. b. d. / riverfront,152,0,4,4
2012,5,west  end,104,0,4,4
2012,5,east  westwood,21,0,1,3
2012,5,camp  washington,23,0,2,2
2012,5,east price hill,163,2,4,2
2012,5,avondale,160,0,4,4
2012,5,mount airy,112,0,4,4
2012,5,mount  auburn,55,0,3,3
2012,5,west price hill,181,0,4,3
2012,5,sedamsville,15,0,1,3
2012,5,westwood,296,0,4,3
2012,5,over-the-rhine,143,0,4,3
2012,5,evanston,77,1,4,4
2012,5,s.. cumminsville,10,0,1,3
2012,5,northside,95,0,4,4
2012,5,winton hills,59,1,3,3
2012,5,college  hill,95,0,4,4
2012,5,madisonville,87,0,4,4
2012,5,lower price  hill,25,0,2,3
2012,5,o'bryonville,0,0,1,1
2012,5,hyde park,39,0,2,3
2012,5,riverside,15,0,1,3
2012,5,mount  adams,14,0,1,3
2012,5,pleasant ridge,32,0,2,1
2012,5,roselawn,54,0,3,2
2012,5,oakley,63,0,3,3
2012,5,north fairmount,18,0,1,4
2012,5,bondhill,55,1,3,2
2012,5,south  fairmount,68,0,3,4
2012,5,spring grove village,38,0,2,4
2012,5,clifton,63,0,3,3
2012,5,-,69,0,3,4
2012,5,millvale,39,0,2,4
2012,5,fairview,85,0,4,4
2012,5,clifton/university heights,46,0,3,2
2012,5,north avondale,51,0,3,3
2012,5,walnut hills,142,1,4,4
2012,5,corryville,32,0,2,1
2012,5,east  end,22,0,2,3
2012,5,east walnut hills,37,0,2,4
2012,5,mt.  washington,48,0,3,3
2012,5,columbia / tusculum,14,0,1,3
2012,5,fay apartments,42,0,3,4
2012,5,hartwell,23,0,2,1
2012,5,queensgate,15,0,1,1
2012,5,carthage,62,0,3,4
2012,5,english  woods,31,0,2,4
2012,5,kennedy  heights,28,0,2,4
2012,5,sayler  park,17,0,1,2
2012,5,mt.  lookout,16,0,1,3
2012,5,california,7,0,1,4
2012,5,paddock  hills,22,0,2,4
2012,5,pendleton,12,0,1,2
2012,5,linwood,14,0,1,4
2012,3,c. b. d. / riverfront,116,0,4,1
2012,3,west  end,98,0,4,3
2012,3,east  westwood,25,0,2,4
2012,3,camp  washington,35,0,3,4
2012,3,east price hill,178,1,4,3
2012,3,avondale,140,0,4,3
2012,3,mount airy,74,0,4,2
2012,3,mount  auburn,41,0,3,1
2012,3,west price hill,178,0,4,2
2012,3,sedamsville,14,0,1,3
2012,3,westwood,253,0,4,1
2012,3,over-the-rhine,129,0,4,2
2012,3,evanston,85,0,4,4
2012,3,s.. cumminsville,5,0,1,1
2012,3,northside,76,0,4,3
2012,3,winton hills,56,0,3,2
2012,3,college  hill,70,0,4,1
2012,3,madisonville,75,0,4,4
2012,3,lower price  hill,27,0,2,4
2012,3,o'bryonville,6,0,1,4
2012,3,hyde park,26,0,2,1
2012,3,riverside,15,0,1,3
2012,3,mount  adams,7,0,1,1
2012,3,pleasant ridge,35,0,3,2
2012,3,roselawn,66,0,3,3
2012,3,oakley,69,0,3,3
2012,3,north fairmount,15,0,1,3
2012,3,bondhill,54,0,3,2
2012,3,south  fairmount,69,0,3,4
2012,3,spring grove village,39,0,3,4
2012,3,clifton,57,1,3,3
2012,3,-,9,0,1,3
2012,3,millvale,18,0,2,1
2012,3,fairview,78,0,4,3
2012,3,clifton/university heights,41,0,3,2
2012,3,north avondale,51,0,3,3
2012,3,walnut hills,107,0,4,3
2012,3,corryville,42,0,3,2
2012,3,east  end,29,0,2,4
